time    open      close       high        low       volume         money
20120309150000  2650.6300  2664.3000  2664.4100  2646.7500   1641848800   19132137472
20120312103000  2663.2400  2657.0600  2666.4100  2650.4300   2243402400   28089331712
20120312113000  2656.8200  2651.6400  2664.8000  2650.2300   1320802400   16074256384
20120312140000  2652.0000  2640.2100  2652.4400  2637.3100   1266350000   14007414784
20120312150000  2640.2600  2654.4000  2654.9400  2636.5100   1383690400   15931674624
20120313103000  2653.6800  2660.2600  2661.8900  2649.6200   1658149600   19302961152
20120313113000  2660.0300  2665.8300  2673.5100  2659.7100   1337061400   14511525888
20120313140000  2665.5900  2675.0700  2675.0900  2660.0800   1117421000   12822216704
20120313150000  2675.2700  2681.0700  2681.2900  2669.9900   1706642400   19519791104
20120314103000  2694.4700  2698.7800  2699.6500  2689.3100   2364170400   28188383232
20120314113000  2699.1500  2703.7500  2704.9300  2695.6100   2033102000   19470960640
20120314140000  2704.3100  2630.5900  2705.5600  2627.1800   2673388400   29369147392
20120314150000  2630.6000  2605.1100  2642.9100  2595.7100   3743135200   39697473536
20120315103000  2602.6600  2593.8100  2618.0400  2582.1600   3149231200   33130229760
20120315113000  2594.2500  2602.8700  2612.5100  2593.3800   1245028000   13745070080
20120315140000  2602.6700  2588.2600  2602.6700  2575.5700   1435189200   14336147456
20120315150000  2588.9500  2585.5500  2600.7400  2585.2800   1408191600   15601905664
20120316103000  2591.8000  2612.1100  2617.7100  2591.8000   1760068400   20396494848
20120316113000  2612.1900  2594.9500  2612.9100  2594.6700   1115189000   12731308032
20120316140000  2591.6600  2590.5600  2595.4000  2577.2900   1128681000   12510681088
20120316150000  2591.2200  2623.5200  2624.0500  2591.0700   1780191200   21497823232
20120319103000  2617.6600  2615.7200  2623.2000  2607.6700   1669906200   21533493248
20120319113000  2615.9000  2616.6600  2620.8400  2598.8400   1241825800   15156996096
20120319140000  2617.0000  2618.9400  2621.2400  2611.6200   1101374800   11912585216
20120319150000  2618.8900  2630.0100  2631.0400  2618.8900   1731696000   19914403840
20120320103000  2622.6600  2603.4800  2622.6600  2596.3300   2087255200   23660949504
20120320113000  2603.1900  2604.3400  2613.2900  2588.3900   1295560000   14176514048
20120320140000  2604.2900  2596.0200  2606.6900  2592.5700    983260000   10127970304
20120320150000  2595.8900  2584.4500  2601.3100  2584.1200   1428746800   16078340096
20120321103000  2597.3700  2605.3400  2613.1200  2586.5800   2004224800   23769208832
20120321113000  2606.4000  2572.1000  2609.3300  2569.2900   1549027600   16832325632
20120321140000  2571.4400  2580.1600  2584.8200  2569.0800   1001603600   11258159104
20120321150000  2580.2100  2587.7900  2592.3400  2579.6100   1232829600   14630686720
20120322103000  2586.9400  2585.0600  2592.3300  2575.6100   1294058400   15971272704
20120322113000  2585.0200  2575.8300  2585.6500  2570.7700   1002878000   11271376896
20120322140000  2576.5900  2595.0700  2599.1500  2573.9700   1209113200   11490469888
20120322150000  2594.6000  2583.7500  2596.3600  2578.1600    969947600   11214495744
20120323103000  2575.3300  2570.1600  2576.1600  2560.2400   1391872300   15673752576
20120323113000  2570.2700  2565.6000  2578.7100  2565.6000    716010100    7773772800
20120323140000  2564.6700  2562.2400  2567.3400  2559.1400    855304800    9259018240
20120323150000  2562.2700  2552.9400  2563.7100  2544.7600   1357457200   14954733568
20120326103000  2551.4300  2549.7300  2562.5500  2545.9900   1058296700   12314568704
20120326113000  2549.4200  2557.3300  2562.8200  2548.2800    616487500    7295606784
20120326140000  2557.7800  2554.4300  2558.1900  2551.6300    474723000    5326616576
20120326150000  2554.1700  2555.4400  2555.4900  2540.7000   1021883200   11283996672
20120327103000  2565.5500  2566.7400  2571.7000  2564.1700   1181669400   16509100032
20120327113000  2567.1500  2560.1100  2570.3100  2560.0300    665434200    8749842432
20120327140000  2560.0500  2550.3500  2562.9500  2545.9500    759823200    9666674688
20120327150000  2550.6300  2547.1400  2558.7600  2544.4400    976994000   12315901952
20120328103000  2538.4600  2521.2700  2540.0200  2520.5300   1452566900   16985346048
20120328113000  2521.5000  2507.7300  2530.9300  2505.8500    967870500   10715992064
20120328140000  2506.7100  2503.2100  2508.5000  2495.1000   1024361800   10584846336
20120328150000  2503.1100  2474.9000  2503.1100  2471.3300   1541773600   16526581760
20120329103000  2463.6900  2466.6500  2466.6900  2448.0500   1331175600   14890720256
20120329113000  2466.5400  2463.8100  2476.4700  2462.0600    886590000    9823738880
20120329140000  2463.7800  2450.6400  2464.2300  2429.8000   1255112000   12417861632
20120329150000  2450.1200  2443.1200  2458.3500  2440.8300   1128038400   11365851136
20120330103000  2447.9400  2451.2200  2461.8900  2447.9400    991591100   10762955776
20120330113000  2451.2300  2455.2400  2459.0600  2439.9900    874954900    9272439808
20120330140000  2455.9100  2450.2600  2456.3800  2449.0200    670170800    7203037184
20120330150000  2450.0800  2454.9000  2454.9000  2438.7100   1153808400   11758284800
20120405103000  2449.2100  2461.6200  2465.9400  2441.6000   1409050800   14626455552
20120405113000  2461.8200  2503.9400  2505.1900  2461.1100   1529534600   16350251008
20120405140000  2505.2900  2500.0400  2506.2100  2483.9000   1106961800   11334977536
20120405150000  2499.7500  2512.8300  2517.3800  2499.1100   1375060400   15594844160
20120406103000  2509.4500  2517.3400  2518.7700  2503.4200   1478729600   17020729344
20120406113000  2517.4600  2514.2800  2525.4000  2510.9700   1049268200   11171545088
20120406140000  2514.4900  2511.9100  2522.7900  2507.8300    764195600    8436254720
20120406150000  2511.9000  2519.8300  2519.8300  2502.7300    930791000   10429091840
20120409103000  2510.5300  2510.0300  2513.6500  2491.6700   1185323700   13633575936
20120409113000  2510.0000  2514.7000  2518.1900  2506.8400    778686100    7905379328
20120409140000  2514.7000  2502.3500  2514.8300  2498.4600    687657800    7415353344
20120409150000  2502.3700  2495.1500  2507.0300  2494.8400    873951200    9086185472
20120410103000  2490.2800  2486.0000  2505.3800  2486.0000   1078712100   10936303616
20120410113000  2486.4700  2463.9200  2486.4700  2463.7200    928811300   10544316416
20120410140000  2463.5900  2477.3800  2480.0200  2459.3600    766033400    8006545408
20120410150000  2477.8500  2519.7900  2519.7900  2473.2500   1342460000   14389493760
20120411103000  2494.5200  2540.6300  2540.9700  2489.4600   1709727200   17632161792
20120411113000  2540.6600  2511.6600  2540.9300  2511.1300   1030802000   10361309184
20120411140000  2512.1600  2515.6500  2523.0100  2510.4300    607984400    6315509760
20120411150000  2515.8000  2520.0400  2521.0100  2511.6300    886973200    9162125312
20120412103000  2522.8300  2519.3000  2537.9300  2519.0800   1397076000   15299118080
20120412113000  2519.3800  2528.7100  2529.3300  2516.6700    696833800    7110388736
20120412140000  2528.7400  2559.8800  2560.8100  2528.7400   1673403400   17135144960
20120412150000  2559.8000  2570.4400  2570.7200  2555.0600   1860223200   19737722880
20120413103000  2575.0500  2577.0400  2592.1200  2571.0200   2223664000   25628301312
20120413113000  2576.9900  2578.3800  2581.5400  2570.1200    847937600   10872588288
20120413140000  2578.8100  2588.1200  2593.7900  2572.1100   1015188800   11460886528
20120413150000  2588.7000  2580.4500  2591.0500  2576.1400   1207743600   13744955392
20120416103000  2564.2300  2574.4900  2577.3700  2559.7800   1487449600   15601042432
20120416113000  2574.5200  2572.5800  2574.5200  2562.8100    712712000    7491980288
20120416140000  2572.2900  2582.6600  2585.2800  2567.5600    814224600    8591024128
20120416150000  2581.8800  2574.0400  2586.1400  2572.7000   1054781000   10814726144
20120417103000  2572.3600  2555.9800  2578.7100  2551.9000   1332143100   13385951232
20120417113000  2555.9300  2564.7500  2565.5000  2552.1400    783229300    7582267392
20120417140000  2564.8900  2556.8500  2564.8900  2549.2700    600202400    6393677824
20120417150000  2557.6100  2541.8800  2559.1900  2541.6300   1054842400   10836441088
20120418103000  2550.9100  2556.7200  2559.1200  2547.1500   1198073100   11776287744
20120418113000  2556.7200  2584.0600  2584.5700  2546.2200   1391220300   13657865216
20120418140000  2584.1400  2591.7700  2597.7700  2584.1400   1658708200   16802926592
20120418150000  2591.8000  2599.9100  2601.8400  2589.2300   1605894400   16933392384
20120419103000  2598.3300  2596.4800  2606.5500  2594.2100   1789874400   22267990016
20120419113000  2596.3200  2593.4100  2603.6000  2591.7100    990658800   11428212736
20120419140000  2593.8200  2595.4300  2603.4500  2593.4700    751300400    8962482176
20120419150000  2595.4800  2596.0600  2598.7500  2585.3900   1101235600   12708474880
20120420103000  2591.5100  2598.1900  2611.5800  2589.4700   1480214900   14846042112
20120420113000  2598.4000  2613.4500  2614.8200  2595.5800   1281632700   12736765952
20120420140000  2614.1000  2626.4400  2626.4400  2614.1000   1673324400   18205392896
20120420150000  2626.4300  2626.8400  2627.2300  2616.9100   1688250400   17805320192
20120423103000  2624.7500  2615.5900  2629.3200  2612.4200   1959331800   20479836160
20120423113000  2614.9900  2620.2600  2631.9900  2614.9900   1330176600   13730844672
20120423140000  2619.9000  2615.7000  2626.3200  2613.6200   1076664400   11613552640
20120423150000  2615.5400  2606.0400  2615.7700  2599.1500   1485992000   16070488064
20120424103000  2594.8000  2636.5300  2640.2400  2592.1700   2356301200   24389881856
20120424113000  2636.2100  2565.2100  2636.4800  2565.2100   2067928800   20712022016
20120424140000  2563.1500  2586.6300  2586.6300  2559.5300   1324630000   13845479424
20120424150000  2586.8200  2604.8700  2606.0200  2576.4800   1344779200   13972041728
20120425103000  2598.2300  2605.7600  2617.1200  2593.7100   1702447200   18592800768
20120425113000  2605.3200  2615.7800  2620.6600  2597.8100   1230997600   12414562304
20120425140000  2615.9100  2621.6700  2623.9100  2611.7900   1381252800   12857909248
20120425150000  2621.4800  2625.9900  2631.4400  2618.4300   1912795200   19449913344
20120426103000  2632.7200  2633.9900  2638.7500  2625.0700   2002989800   21474000896
20120426113000  2634.0200  2626.7200  2635.4200  2622.6400   1284345400   14407909376
20120426140000  2626.8200  2633.5200  2635.1200  2617.1200    960832800   10456072192
20120426150000  2633.4200  2631.4900  2643.7700  2628.9400   1631049600   17810694144
20120427103000  2630.5500  2629.6000  2637.7800  2625.3600   1650292200   17839276032
20120427113000  2629.6300  2629.3000  2632.9000  2623.6400   1082763400   12311351296
20120427140000  2629.2900  2633.1500  2637.4500  2625.9500    793586800    9016119296
20120427150000  2633.2200  2626.1600  2636.4100  2624.5000   1282444800   13997830144
20120502103000  2660.6700  2656.2300  2666.0100  2643.5300   2495149000   27229745152
20120502113000  2656.0500  2678.9300  2678.9300  2656.0000   1808974200   22716387328
20120502140000  2679.8500  2686.9800  2697.9500  2679.8500   2041924000   23870537728
20120502150000  2687.3100  2683.4900  2689.8500  2681.3700   1654728000   18352832512
20120503103000  2679.5200  2688.2500  2692.8100  2676.0600   1979608000   24689270784
20120503113000  2688.2200  2678.1000  2688.3700  2676.3100   1392685600   16494497792
20120503140000  2677.7700  2689.2500  2693.8500  2677.0200   1184912800   14226780160
20120503150000  2689.2700  2691.5200  2691.9100  2682.9600   1361788000   16697696256
20120504103000  2689.6200  2689.8400  2703.4900  2688.5300   1761754600   21255313408
20120504113000  2689.5900  2694.9300  2697.1100  2677.2800   1228565800   13953030144
20120504140000  2694.7300  2702.3400  2708.5600  2693.9600   1338823200   15535194112
20120504150000  2702.4000  2715.8800  2715.9200  2698.1100   1972619200   22666883072
20120507103000  2699.4500  2702.5100  2715.0900  2697.4000   2418121600   29965479936
20120507113000  2702.7500  2712.0600  2715.0900  2699.7600   1372742400   16780472320
20120507140000  2711.8100  2703.2700  2713.5100  2694.5500   1323335200   15649165312
20120507150000  2702.9100  2717.7800  2717.7800  2701.1900   1722168000   20070223872
20120508103000  2717.4100  2687.1000  2717.7700  2683.6100   1912531600   23081756672
20120508113000  2687.6100  2690.0500  2700.3500  2686.4900   1170476600   13223286784
20120508140000  2690.4100  2709.0400  2710.3900  2687.7400   1301212200   14146035712
20120508150000  2708.6700  2709.1200  2713.5700  2699.8000   1914732800   23112818688
20120509103000  2685.1900  2678.7500  2685.1900  2667.4900   1972732800   24688760832
20120509113000  2678.6000  2667.3800  2683.4700  2663.4200   1266688600   14990202880
20120509140000  2666.9400  2662.1200  2671.2800  2661.6400   1044779800   11786371072
20120509150000  2661.9900  2657.5100  2667.2800  2655.3700   1536337200   17761300480
20120510103000  2657.8700  2666.8600  2666.8600  2657.6000   1362557900   16824016896
20120510113000  2666.8500  2651.6700  2667.6300  2650.6200   1222622900   13423288320
20120510140000  2651.1800  2661.0100  2662.1400  2649.4400    953479600   10550493184
20120510150000  2660.8400  2657.2100  2667.0300  2652.2500   1146622400   13119496192
20120511103000  2652.3100  2656.9700  2664.5700  2640.6300   1363698900   16359946240
20120511113000  2656.8400  2649.0700  2666.4900  2644.1000    884878300   11814363136
20120511140000  2649.0900  2645.1200  2654.5700  2642.3500    724213600    8024385536
20120511150000  2645.0400  2636.9200  2647.7100  2636.6100   1110515200   12982419456
20120514103000  2653.8100  2629.3600  2654.1100  2621.4000   1919519600   22572433408
20120514113000  2629.3200  2642.2500  2643.3200  2621.4600    910019600   10590713856
20120514140000  2642.5900  2637.7900  2652.6700  2637.7900   1046614400   11758647296
20120514150000  2637.8900  2615.5300  2642.5400  2613.4700   1318768800   15234863104
20120515103000  2597.6400  2602.5900  2610.0100  2594.1400   1553462600   17926844416
20120515113000  2602.5500  2599.9600  2603.6500  2593.3400    933003200   10273540096
20120515140000  2600.5800  2602.9400  2603.1700  2591.8600    772027400    8687138816
20120515150000  2603.0300  2617.3700  2618.0200  2598.8200   1304576400   14336077824
20120516103000  2610.1600  2601.9800  2612.4900  2596.2600   1330421400   14226806784
20120516113000  2602.3500  2600.0300  2603.3000  2590.2100    904611400   10597267456
20120516140000  2600.9100  2594.0800  2600.9300  2586.9800    818842400    9183223808
20120516150000  2593.5900  2574.6500  2594.6900  2574.1900   1261794000   13689561088
20120517103000  2577.9600  2580.8500  2588.9300  2571.5600   1173117400   12675554304
20120517113000  2581.2300  2598.4700  2599.6800  2579.0400    836790200    9534596096
20120517140000  2598.8400  2610.7500  2613.9800  2597.8100   1080274800   12193525760
20120517150000  2610.9100  2613.9400  2619.5900  2609.0200   1267289600   14619942912
20120518103000  2595.5500  2598.7200  2603.1900  2589.5100   1455233200   15668387840
20120518113000  2598.7200  2584.3300  2598.7200  2583.1000    894412400   10143387648
20120518140000  2584.5100  2585.1000  2585.1000  2573.3800    793684600    8674430976
